,message,sentiment,predicted sentiment
1943,retweet flattered american despot friend climate change one thing not invent,1,1
11160,retweet s comic strip climate change sparked syrian civil war im afraid happen elsewhere,1,1
11929,bumble bee listed endangered u s fish amp wildlife service due pesticide climate change amp habitat loss,1,1
7499,di natal e party took dangerous global warming,1,0
15320,think way u largest polluter 50 year like rand climate change not hysterical,1,1
3683,dying climate change,0,2
8991,retweet 20 year cause politician ignoring global warming,1,1
7605,retweet tell america racism misogyny climate change denial won election 2016,1,1
12522,visit know recent research climate change impact ice load transmission line across canada,1,2
2198,november 1 high 85 dude running president doesnt think global warming real,1,1
3418,retweet donald trump isn t scrapping climate change law help working man s corporate oil lobby,1,2
14557,retweet record breaking climate change push world uncharted territory,2,2
10821,retweet leading global warming denier told u want trump via,2,1
331,retweet interested glacier climate change 2 yr researcher position regional climate modeling h tt,0,1
2581,soil ally climate change via,1,2
7282,retweet ive begun miss day endless paper global warming s effect mating habit grackle,0,1
13381,well not speak origin global warming myth man made nonsense 100,-1,-1
6807,republican like dont believe climate change s link article denier website 0 scientific accuracy,1,1
3431,retweet believe mitigation climate change essential safeguarding investment,1,1
2207,retweet trump environmental protection agency chief climate change two month ago truly man made,2,2
1575,global warming real,1,1
8430,cant afford ensure every student power functionality climate change dangerous join team today,1,1
13719,retweet trump ignores record temperature taxpayer footing huge bill climate change,1,2
11108,retweet trump world leader deny climate change,1,1
8065,overwhelming conclusion world s scientist climate change largely human caused need im med,1,1
14239,retweet follow money world leader duped manipulated global warming data via,-1,-1
5991,retweet america city hope climate change action,1,1
10386,america big business taking challenge climate change,2,1
4489,retweet dont say id use term climate change though,1,1
6591,retweet trump selected myron e bell climate change global warming skeptic lead transition team,0,0
12540,like talk global warming,0,0
7095,coalition w woman hating homophobic right wing christian climate change denier environment sec feel like ive moved trump ton,1,1
5303,retweet 30 terrifying image climate change,1,1
7239,retweet sander zink e trump right climate change hoax zink e dont believe hoax not sure much h,0,1
7876,retweet not everyone experience impact climate change way population vulnerable,1,1
15151,magnus bane problematic magic not stopping global warming,0,1
14154,russian hacking russian interference global warming climate change cant keep goalpost pl,0,-1
6958,environmentalist cried hoarse year hope world convinced shocking speed global warming,1,1
86,flood everyone must watch people must understand global warming real,1,1
15405,retweet called global warming billy,0,1
4729,retweet whether know s causing not seeing climate change people aren t arguing anymore,0,1
11285,retweet great set graphic seven thing need know climate change,1,1
13835,retweet concern tipped scale far well fighting climate change must also prepare co,1,1
10701,retweet bro next president doesnt even believe fucking climate change vp think gay treatable disease,1,1
12963,climate change denier term use ask whether not believe card exist deny ill call,1,1
4918,day age climate change denying president lack healthcare anti vax x er s easy get,1,1
5767,climate change fraud earth climate changed 1000 time last million year without range rover,-1,-1
813,cal endless global warming drought storm making dent california s drought 7 foot snow,0,1
13921,retweet climate change health let count way,1,1
3042,retweet thing war pollution climate change criminal justice housing care senior education amp healthcare,1,1
2713,retweet researcher university revealed wasteland could vital fight climate change,1,2
1779,retweet concept global warming created chinese order make u s manufacturing non com petit,1,1
5987,retweet manila s water world symbolic urgent need address climate change fix city planning,1,1
15581,retweet reference climate change deleted white house website,2,2
3764,retweet greener city largest factor preventing global warming city 4 climate,1,1
10343,retweet yet hailed hero climate change mental head law kill bald eagle b,-1,1
2263,really worrying news future global warming context current uk heatwave portuguese wildfire,1,2
3010,sorry drive north communism kill deny global warming tweet relevance matter,1,1
8980,retweet anna lee n s causing climate change california find ar technic live tonight,1,1
1607,retweet tiller used email alias wayne tracker exxon talk climate change new york ag say,2,2
12124,retweet pope francis decries climate change umm might want take god changing since creation h tt,-1,1
12371,retweet penguin quickly disappearing antarctica due climate change,2,2
9562,whatever dont question global warming real bill nye said,1,-1
1611,retweet global warming real,1,1
2033,epa chief scott pr u t say carbon dioxide not primary contributor global warming via,2,2
12475,retweet gt denies climate change gt think chem trail exist gt claim bill nye doesnt know science okay sweetie believe,1,1
14359,retweet neoliberalism conned u fighting climate change individual individual v corporation,1,1
5949,retweet rebuke trump policy ge chief say climate change real via,2,2
14925,please retweet iphone ipad mac ice new app us ar simulate effect climate change,1,1
13340,retweet climate change left right wing science science fact fact qanda,1,1
1828,retweet france new president invited u s climate scientist move france fight climate change trump era,2,1
9618,retweet pacific finance minister want broader definition fragility include climate change vulnerability,2,2
9230,retweet normally veer away personal stuff today wrote reconciling parenthood amp climate change,1,1
9854,asheville filmmaker debut documentary climate change via,2,2
10611,retweet new new world china lecture united state climate change importance cooperation bet,1,1
6535,retweet war global warming way save world coral study say,2,2
14091,odd cant get climate change data anymore sex assault victim info public gop shit show example not,1,1
8779,dont believe climate change cant wait see happens next,1,1
8011,demand trump adm add lgbt right climate change amp civil right back list issue,1,1
2431,retweet except pushing lgbt right addressing climate change opposing russia s aggression etc etc,1,1
10780,amplified plant turnover response climate change forecast late quaternary record,2,2
634,retweet heartbreaking image climate change make even biggest denier feel something,1,1
4418,retweet new yorker magazine oregon climate change denier aretweet robinson considered trump national science advisor,2,1
3572,retweet scientist one promulgated global warming climate change pb bbbb bt ttt ttt t,-1,2
8040,stand pittsburgh paris majority american future child world dont deserve global warming paris accord,1,1
6317,retweet bernie sander call clinton supporter literally term climate change future planet,2,1
4850,retweet leo dicaprio environment nazi president doesnt believe climate change,1,1
13613,retweet s simple explanation donald trump know climate change real not give shit,1,1
619,scientist link extreme weather climate change,2,2
6965,retweet pitch conservative think party s tradition climate change denial moderate,1,1
14524,retweet scheer already ruling open party discussion carbon tax policy option climate change action,1,1
1988,retweet s plan b climate change scientist fear consequence trump victory,2,2
9714,scientist say human caused climate change rerouted river,2,2
6749,incoming gop assemblyman belief climate change good hurt enemy music news,2,1
5978,retweet great piece 19 house republican call party something climate change,1,2
5077,retweet scott pr u t contradicted decade science doesnt agree co 2 major contributor global warming,1,1
1689,retweet tweeted fascist usa denies science call climate change hoax amp wreak,1,1
4698,ppl post worried climate change post going vegan environment bc uz true,1,1
7513,clearly global warming europe s fault,1,0
14304,let wait 100 year new set brilliant mind confirm climate change oh wait wont,1,1
14305,retweet precisely climate change data fake news trump land hate crime also fall un de,1,1
4714,retweet climate change immigration reform need help democrat every level solve complex pr,1,1
1737,retweet physicist co 2 not cause climate change responds,-1,-1
6766,go ahead recognised carbon disclosure project continuous improvement tackling climate change channel feed digest com newsid,1,1
11618,global warming still true gop stare science face flat deny truth,1,1
5081,good news tipping point global warming,1,0
9283,retweet president elect doesnt believe climate change million people going say mr t,1,1
12763,retweet donald trump given shoretweet shrift climate change threat financial time,2,1
9471,retweet dude still publish paper global warming flooded new york,1,1
2669,retweet daretweet february good time low key im really worried climate change,1,1
6555,exxon ordered turn document climate change probe work nya g tiller email pride energy,2,2
14937,retweet renewable energy great opportunity british farmer tackle climate change cop 22,1,1
1308,retweet bloomberg urge world leader not follow trump lead climate change,2,2
13894,retweet solve phony climate change problem instantly believer quit driving amp flying denier go life usual,-1,1
14406,retweet africa highest risk economic damage future climate change index,1,1
6803,retweet science power protect ecosystem tackle climate change foster innovation eliminate poverty amp equal,1,1
4258,retweet appropriate response agency asked name climate change name btw senior civil servant,0,1
6415,word libertarian hack ti vi sts causing global warming,0,0
8946,retweet inconvenient sequel truth power review another climate change lesson al gore,2,2
14326,dont believe climate change exists another person add book unintelligent imbecile,1,1
6118,dealing cancer late night bother yung thot client dont tip coworkers dont tip global warming,0,1
3687,retweet earth abigail thompson climate change scared future,1,1
5238,retweet great see ppl take street amp combat climate change protect next generation amp fight job amp economic j,1,1
1635,president elect would rather fight alec baldwin wage gap climate change police brutality,1,1
6597,exhale co 2 argument climate change,1,0
5350,un climate change agency reacts cautiously trump plan,2,2
8983,retweet president elect donald trump acknowledges connectivity climate change human activity,2,1
2731,white really elected man doesnt believe global warming hah hah hah hah hah hah hah hah,1,0
3173,retweet taking dani not climate change taking back power corporate plutocracy guardian,1,1
14918,trump team memo climate change alarm energy department staff via,2,2
3238,retweet climate change solution beneath foot california farmer could paid enhance soil way store ca,1,1
7404,retweet screw global warming winter supposed getting blizzard,1,0
4509,sad world usa fl ny know trump not care global warming sea rising drought extreme heat,1,1
4667,trump denies global warming doesnt acknowledge aerosol forcing yet wait,1,1
11882,not mean climate change not real winter alaska,1,1
6891,retweet president elect doesnt believe climate change million people going say mr t,1,1
3227,retweet might liberal rather fight climate change instead,-1,1
781,retweet trump order undo obama s climate change protection,2,2
6573,problem delusion authoritarian left accepts dissent tucker battle nye science guy global warming,-1,-1
9733,climate change,0,0
155,retweet government several world power failing u climate change need act without want hope t,1,1
9132,retweet fake statement trump say nobody really know climate change real yea,1,1
8036,retweet scientist published entire study refuting scott pr u t climate change,2,2
3720,retweet 5 chance world able limit average global warming two degree celsius,2,1
7043,retweet asked recommend people dont accept understand human caused climate change clear winner ht,1,1
171,mei main s global warming,0,0
971,would like delete knowledge climate change climate change real,1,1
7364,retweet jeremy corby n accuses theresa may subservience donald trump climate change move,2,2
5551,retweet shittiest thing climate change animal go extinct human,1,1
14354,retweet flood time act climate change running fast,1,1
8548,retweet aaaa deleted global warming rain tweet case missed stupid,-1,0
14335,retweet donald trump white house refuse say whether belief climate change not sure gravity either,1,2
10757,apple google microsoft amazon continue fight climate change despite trump s order verge,2,2
14950,retweet poverty climate change amp boko haram led food security ne nigeria read w fps helping,1,1
6921,retweet pretend first category 3 hurricane 12 year anything global warming not s cie,-1,1
13184,opinion another deadly consequence climate change spread dangerous disease,1,1
10238,retweet lawmaker strip climate change reference new idaho k 12 science standard,2,2
7981,watching cu funny talk something climate change yet nothing apl noda pl climate action,1,1
12337,retweet pope francis activist stand migrant dont deny climate change s thing islamic terrorism,2,1
10205,retweet furiously googling blind trust secretary state defense proliferation climate change conflict keep trump,1,2
1784,retweet mr trump cabinet nominee deny reality climate change people throughout world suffering,1,1
5592,news climate talk save u global warming u urged,2,2
12496,retweet disagreement human impact climate change come lose loss fossil fuel,1,1
4038,retweet new nih cut amp mention climate change website nation paid scientist c o,1,1
14836,someone arguing work climate change like even president doesnt believe real still gon na job,1,1
6462,right im contributing global warming stop,0,0
15050,retweet send ramsey north pole hell slow global warming,0,1
7560,retweet u president elect nobody really know climate change real,1,1
449,retweet politician won t tackle climate change call something else,1,1
4427,retweet commit fighting harder ever leadership willing confront climate change embrace clean energy vol,1,1
7844,rex tiller discussed climate change secret email account hid investigator,2,2
14094,retweet twitter resistance explodes federal climate change gag order via,2,2
7668,global health guardian climate change air pollution antimicrobial resistance,2,1
8286,retweet trump scrap nasa s world renowned climate change research according senior advisor,2,1
12587,vatican urge trump reconsider climate change position top news top news,2,2
5699,retweet anyone not believe climate change intensity impact not way belong position,1,1
8951,thought global warming supposed kill u 50 year max,0,0
12156,retweet ahead earth day april 22 want know asking effect climate change,1,1
12099,retweet opinion cant intelligent conversation harvey without also discussing climate change,1,1
2213,l mao ill sell donated nose people fighting global warming save u please,0,1
6440,retweet blog seeing facing runaway climate change arctic please,1,1
200,people argue climate change,1,1
10266,gov jerry brown warns trump california wont back climate change,2,2
2501,retweet cause global warming 1 2,0,0
4939,leave one behind prioritize furthest behind first social justice climate change,1,1
495,retweet trump trade police economic equivalent denying climate change creationism,1,2
15578,nc still nt gotten mathew hey climate change chinese hoax huh flood gul,1,1
7465,retweet china slam donald trump s plan back climate change agreement,2,2
4597,retweet greatest stupidity medium treat climate change another rating driven derivative left right c,1,-1
2983,retweet trump epa budget cut quarter funding targeting climate change initiative clean air water program,2,1
3318,retweet malcolm turnbull must address health risk climate change climate change,1,1
4543,97 say climate change real caused human 3 work oil company,1,1
807,climate hero 2016 climate home climate change news,1,2
14103,retweet 4 day ambitious climate change agreement history enters force read paris agreement,1,0
10730,retweet documentary explores climate change impacting yosemite cbs news,2,2
5933,trump sends much smaller team un climate change summit,2,2
15538,retweet human affected climate change sunday observer global warming acton climate,1,1
3565,retweet watch flood right travel world tackle climate change h tt,1,1
10990,retweet watch weather channel meteorologist flawlessly take lying climate change denier via,1,1
10473,harvey turning point fighting climate change environment,1,1
4358,dear anti semitic united nation co 2 cause climate change outlaw petroleum,-1,1
2684,trump environment chief say co 2 not main cause global warming thank lord flash reality,-1,1
14151,retweet retweet proof man made global warming sham,-1,-1
3667,well embarrassing concensus scientist global warming isnt science group people,-1,1
7261,yall really claiming second coming instead acknowledging climate change,1,1
12992,epa chief unconvinced co 2 link global warming,2,2
14832,forest key mitigating climate change,2,2
11529,president think global warming hoax china n nt snowed 1 time year lm ooo,1,1
5317,leonardo dicaprio guy un chose global warming t seen often social medium doesnt transmit std still isnt seen,0,0
14743,retweet ur m cm tweeted need staretweet taking climate change seriously prior taking another bite double big mac,0,1
311,retweet trump s rumored pick lead epa want everyone love global warming,2,1
5264,retweet trump s climate change denial could cost u 100 trillion,1,1
14040,retweet waleed aly malcolm turnbull never credible climate change policy,1,0
11346,im not even sure know climate change,0,1
946,retweet together 52 commonwealth country help reverse damaging impact existential threat climate change adopting r,1,1
4857,retweet executive order trump dramatically change u approach climate change,2,2
6642,retweet really care climate change boycott ridiculous earth hour stunt,1,1
2778,prepare surprise global warming stokes arctic shift scientist,2,2
14666,significant intervention put church key position drive global response climate change,1,1
13358,retweet little girl asked climate change believe science paid ro r,1,1
11582,retweet coral affected lot thing imaginary man made global warming not one,-1,1
6564,polar bear huretweet climate change likely turn new food source,1,1
7649,retweet believe negative climate change real please retweet need large variety response,0,1
14778,retweet ff friend real leader fighting climate change amp advancing low carbon economy,1,1
6393,retweet 94 degree outside right november elected president doesnt believe climate change,1,1
838,retweet conservative elected trump climate change,1,1
6013,retweet record breaking climate event world shaped global warming scientist find,2,2
5684,retweet longer afford respond threat climate change denial obstruction especially high e,1,1
12868,retweet concept global warming created chinese order make u s manufacturing non competitive,-1,-1
1673,retweet combat climate change f ing laugh op chem trail,-1,-1
14559,retweet virtually every major issue raising minimum wage climate change pay equity woman majority,1,1
10978,retweet biggest loser tonight human race cause climate change gone issue trump america huge deal,1,1
4985,role terrestrial biosphere counteracting climate change may underestimated medic science,2,2
14959,global warming not term describe earth right climate change cold becomes hot hot becomes cold,1,0
801,retweet lengthy amp well written examination govt decision defend climate change obama admin,1,1
82,retweet fed energy en vt minister refused allow term climate change coa g energy council communique de spit,0,0
2974,sad also regrettable people make link climate change fire storm become frequent,1,1
6655,retweet humid clammy someone stop global warming omg,0,0
5000,retweet president trump may destroy america maybe stop destroying world sign climate change petition ht,1,1
6942,next big climate change battle start india whatever trump s attitude toward,2,2
11717,9 11 incident really hank 1 meeting center might call 9 11 natural disaster caused global warming,-1,1
3513,higher ed responsibility student live world affected climate change,1,1
9696,retweet look bible bring something even important climate change bring,0,1
383,donald trump could put climate change course danger zone,2,2
7764,dear florida gon na real pissed trump administration stop fighting global warming first one go,1,1
3527,retweet donald trump budget gut epa program tackling climate change pollution climate change pollution epa uga,2,1
11704,retweet 44 honey bee colony died last year due climate change amp pesticide great barrier also dead bee amp ocean,1,1
7450,everyone know climate change science liberal conspiracy sent destroy capitalism,1,1
7415,retweet want fight climate change fight car via sound familiar,1,1
10085,retweet new study suggests global warming hiatus 1998 amp 2013 due earth s ocean absorbing extra heat,2,2
1502,m creating new think tank climate change would join post tweet also,1,1
13039,retweet make climate change huge priority must keep issue forefront climate cha,1,1
14107,not mean end coincident ly s gauge global warming prediction scary people,0,1
12335,retweet head scott pr u t co 2 not primary contributor global warming,2,1
11654,retweet s thinking s going die husband doesnt believe climate change,1,1
7195,retweet meet china s ecological migrant 320000 people displaced climate change,2,2
12202,oh god dont jump science wrong climate change denying nut bag train,1,1
6733,retweet icy mi wisconsin nr change web page wording say climate change matter scientific debate,2,1
13312,kate mackenzie speaks affect climate change australia s avg temp r,0,1
10905,retweet halloween get lot scarier consider bc global warming 80 degree october amp destroy,1,1
5388,retweet nearly 60 degree january president doesnt believe climate change l mao,1,1
4902,retweet excited tuition reform excited minimum wage raise excited real climate change policy,1,1
7565,drone tech offer new way manage climate change environment,2,1
2630,retweet risk climate change single graph global warming acton climate,1,1
2154,global warming got fucked bc im not fan destroying planet fan sweatshiretweet weather still mid december ya feel,1,1
10099,hand fight global warming plant tree t waste water t use burn plastic pl t delete message without forwarding 2,1,1
11142,retweet gov scott walker wisconsin administration continues scrub website climate change mention,2,2
15759,retweet academic visited trump golf resoretweet aberdeenshire yesterday present ladybird guide climate change,2,2
8448,harry trying come chorus danger global warming every single day,0,0
682,climate change believe make mistake literature da,1,0
3967,man crush continues say climate change hoax ll warm enough soon,0,1
9865,bet believe left s man made global warming theory,-1,-1
9556,retweet florida s dumb s voted trump yall gone underwater republican dont believe climate change,1,1
3773,taiwan government apologize whole world making air pollution caused global warming,1,1
13509,fu t urology make america great embracing green tech leading climate change expert biggest g,1,1
13645,turnbull passed entire paretweet speech energy without mentioning climate change,1,1
12696,retweet evidence show human activity esp co 2 rise likely cause global warming climate change report,1,1
8400,disservice one climate change skeptic not 97 98 scientist engineer,1,1
6341,retweet life liberty pursuit climate change,2,2
1832,retweet know animal agriculture leading cause climate change specie extinction habitat destruction amp ocean,1,1
11405,retweet trump epa transition team denies human impact climate change wrong amp know s science,1,1
2221,retweet big fat wot s man able claim climate change doesnt exist country literally one,1,1
11992,retweet u s geological survey tie early spring climate change prominent mention c lima logi st mark schwartz,2,2
6594,retweet 8 democrat deny climate change problem suspect lot overlap bet,0,1
378,retweet u write letter editor urge medium connect dot climate change amp hurricane harvey,1,1
14117,retweet new study shown 99 999 likely global warming caused human influence greenhouse gas,1,2
8617,amp talking climate change second period s kind game tonight,0,1
2290,retweet evidence man made climate change warm day beach always appreciated,-1,-1
14037,retweet s thinking s going die husband doesnt believe climate change,1,1
9250,retweet im voting future planet stake hillary clinton combat climate change donald trump think,1,1
5324,world climate change anything possible,0,0
11498,retweet s thinking s going die husband doesnt believe climate change,1,1
12814,trump team forfeit global leadership role climate change,2,2
1154,retweet donald trump announces plan counter global warming building wall around sun,1,1
8633,retweet november im near heat stroke global warming got fucked yall please stop polluting earth,1,1
6920,retweet ot help insurer mitigate risk climate change ot,1,1
15161,record breaking climate change push world uncharted territory 15 mm sea level rise 15 month,1,2
9824,ivan ka stand climate change via,2,1
2694,s 1 ballot measure fight climate change election environmental group oppose,1,1
2849,retweet isaac cord al politician debating global warming,1,1
1908,retweet trump pick climate change sce pti c scott pr u t lead epa,2,2
7357,retweet climate change nothing good cream sickle wont solve,0,1
2300,retweet people predicted part manhattan would underwater 2008 due climate change concerned fake,-1,-1
10908,screw old dyke phoney rule going river like oba m s totally made climate change zero proof,-1,1
11510,retweet secretary general delivered blunt warning climate change world leader,2,2
13616,retweet ocean conference malta oct 5 6 commitment fight climate change marine pollution,1,1
1399,retweet climate scientist decide attribute weather event global warming,-1,2
3831,retweet conservation technologist fight illegal logging climate change old phone,1,1
4156,know ivan ka got big cheque climate change,1,1
11046,retweet coming africa live world leader declare climate change action plan unstoppable,2,2
4356,retweet oh fly wall bill shorten arnold schwarzenegger talked climate change,0,0
6046,retweet dont address climate change ll conflict limited resource must listen scientist not fo,1,1
3270,land use global climate change exacerbating flood hazard uk,2,1
5216,earth trump replaced white house climate change page via,1,2
15131,retweet great plenary talk effect climate change human animal health o heh 2016,1,1
6519,retweet memo rex not ceo exxonmobil anymore u acknowledge climate change 6 th grader explain th,1,1
10577,retweet tired told dont believe climate change redundant term everyone know occurs real denier o,-1,1
1595,interesting see reversal typical u narrative younger crowd fear climate change old,0,-1
11742,retweet dear american working social justice sustainability amp tackling climate change keep essential work,1,1
12927,mr trump called global warming chinese hoax thwaretweet business mr clinton,0,1
11180,retweet ocean losing breath climate change making worse,1,1
15632,retweet thanks im old enough remember mocked obama making climate change priority,1,1
2089,retweet trump jacksonville fl cancel billion dollar sent united nation global warming,2,0
8349,share subsidized tech reduce rapidity climate change le equipped nation,1,1
15574,regional global seabird stress like climate change plankton forage fish relocation hard address single site level 3 3,1,1
5539,retweet epa chief refuse say whether trump belief climate change,2,2
3462,ny attorney general uncovers email alias used rex tiller discus climate change exxon,2,2
4588,retweet know climate change really bad low key shout bc tricking seasonal depression thinking,1,1
1654,retweet today mourning end usa right woman minority progress climate change trump,1,1
11035,retweet trump lost pop vote noms scott pr u t climate change denier de facto oil lobbyist lead epa bad choice,1,1
1599,retweet hrh co authored ladybird expert book climate change released 26 th january,0,2
10353,retweet many cut explicitly target climate change research not fat trimming attack,1,1
825,retweet rex know climate change know answer deeply unsettling read,1,1
7766,retweet uncharted territory drastic climate change 2016 continue year report,2,2
2217,retweet china launch nationwide emission trading scheme help fight climate change world bank vp laura tuck,2,2
14425,pro leftest agenda including global warming palestinian,-1,0
5804,china may leave u s behind climate change due trump mash able,2,2
7904,reminder global warming real clearly fucked weather pattern sign ok carry,1,1
15627,retweet michael bloomberg world leader ignore trump climate change,2,2
2510,isnt time medium held ln p amp self accountable decade blocking action climate change amp wasted,1,1
13055,retweet bbc news wood energy scheme disaster climate change,2,2
4566,benefit climate change p fff ttt t news flash well die sm iii th,1,2
11651,retweet ill using climate change discussion class great job,0,1
11533,retweet global warming concern gay community shortens many rooftop party attend,0,1
3288,know exhale co 2 get rid liberal called global warming problem solved,-1,-1
3504,retweet new new world china lecture united state climate change importance cooperation bet,1,1
9420,retweet dont kill u climate plan 15 state warn trump climate home climate change news via,2,2
381,retweet link river diveretweet climate change fund gst lay road forest etc,1,2
11115,dont believe global warming nt nola winter global warming,1,0
5946,retweet joe biden delivering succinct overview climate change policy,1,2
5061,committed trajectory climate change 20 30 year least due decision already made gh next gen,1,1
8061,citizen across world suing government climate change,2,2
3516,retweet climate change legit problem one take seriously,1,1
4087,amp donald trump said climate change isnt real,0,1
4551,retweet applaud mayor g r step must cond paretweet combat climate change supporetweet green job f,1,1
8050,global warming could lead rise 100000 diabetes case year u,2,2
9409,climate change not negotiable alaskan want job t jeopardize child s future,1,1
11194,retweet river vanished four day due climate change read climate change,1,1
15370,retweet dont believe climate change come west breathe air,1,1
5663,retweet nut critic pound epa administrator scott pr u t dispute human role climate change,2,1
14938,look climate change data nasa s website 19,1,0
13567,retweet s thinking s going die husband doesnt believe climate change,1,1
12243,retweet s thinking s going die husband doesnt believe climate change,1,1
4854,retweet annual reminder cold weather doesnt negate reality climate change also stop saying global warming,1,1
7164,retweet johnson say jury still climate change talk vp campaigning vote b,1,2
10695,retweet s true silence epa deny science climate change,1,1
11112,retweet im skin u get loud 2 day america vote 4 woman right 4 diversity 4 2 battle climate change,1,1
11860,retweet watching president obama talk climate change make miss common sense,1,1
34,b gr china practically say trump lied climate change,1,2
12524,powerful insightful empathetic man leading epa not climate change denier pr u t,1,1
8244,retweet florida half state going disappear ten year due global warming going guy say ch,1,1
7476,like climate change denier cant b,1,1
3819,retweet nailed 100 consensus climate change implication except 4 fossil fuel industry backed researcher,1,1
16,retweet issue scrubbed today civil right climate change lgbt healthcare,1,1
7835,guardian obama s complicated legacy climate change video,2,2
9571,going discus climate change still hoax perpetrated chinese,1,1
15091,retweet today march science fact matter earth round climate change real hope ll join f,1,1
14114,retweet 15 entire history u conservative engagement climate change exercise justifying two predetermined con c,1,1
13334,global warming hit fast,0,0
2569,retweet daily 202 evidence climate change abounds amid extreme weather pacific northwest,2,2
492,retweet paris climate change agreement enters force,2,2
8494,future one climate change denier looked way holocaust denier today,1,1
14156,retweet seven factual reason personal interest climate change,1,1
8788,pr u t not think co 2 anything w climate change s buddy w gas oil company f obvious,1,1
14231,retweet pentagon s internal expert external deliberation highlight climate change change everything,1,1
14628,retweet concept global warming created chinese order make u s manufacturing non competitive,-1,-1
1048,retweet hairline suffering global warming,0,0
11299,retweet parent id anything child scientist s stave climate change child stay o,1,1
11545,top university stole million taxpayer faking global warming research,2,2
7015,retweet climate change making catastrophic storm like harvey new normal experetweet climate scientist weigh,2,1
1021,well reap fucking whirlwind especially come climate change last 1 2,1,1
3377,backlash epa chief scott pr u t question science global warming sky news sky news march 11 2017 mer c,2,2
12997,retweet donald trump potential white house press secretary lash pope francis climate change activism,2,2
818,retweet cant whole hearted ly enjoy warm weather bc keep thinking global warming ignorance must bliss,1,1
9303,want work white house chef tell agree consensus climate change,0,1
10080,s hot s cold donald trump not believe global warming position every,1,1
7089,retweet president elect doesnt believe climate change million people going say mr t,1,1
11970,india trump climate change may unexpected opportunity lie ahead via,2,2
13472,government need take climate change seriously name jeff qanda,1,1
9844,retweet watch flood right travel world tackle climate change h tt,1,1
3036,china warns trump abandoning climate change deal via,2,2
13017,help environment climate change s msg jos social medium jos,1,1
4673,anyone need respite global warming come parent house,0,1
12086,retweet warning global warming extremely clear long time global warming explore quote,1,1
12309,comment global warming embarrassed pa stupid earth m ovi,1,1
5881,thro po cene soon upon u amp climate change real antarctica started turn green 1 3,1,0
1598,trump begin tearing obama s year progress tackling climate change,2,2
14748,retweet breaking ap source president trump announce plan withdraw paris climate change accord,2,2
3770,clicked stop global warming,1,1
426,google action climate change harmful unnecessary trump white house green car report,2,2
3096,retweet people get thick skull cost preventing climate change much le denying,1,1
11495,retweet scott pr u t climate change denier made career fighting epa soon s going run,1,1
8844,retweet penguin fleeing global warming sneak ly invade south navy deploys asset ring steel,0,2
5036,retweet s thinking s going die husband doesnt believe climate change,1,1
374,climate change trigger rise giant orchid battle giant carniv ero u plant devour dwindling human film,0,2
3882,retweet ooh climate change quiz try quiz measure knowledge maybe learn,1,1
11500,whole using global warming enslave humanity thing,0,1
10553,retweet global risk economy extreme weather water shortage natural disaster amp failure prepare climate change ht,1,1
614,europe face drought flood storm climate change accelerates climate change,2,2
11808,retweet dont hear much global warming climate change user friendly age,0,1
11379,retweet literally every state know struggle called global warming,1,1
9581,retweet dean gon na breathe people blame global warming,0,0
6325,retweet housing bubble mounting debt global warming nigel farage bbc racist pin boy billionaire oligarch greed gt,1,0
9484,warming planet drive human migration climate global warming data viz kli maw andel acton climate geography,1,1
4790,retweet ge ceo vow ignore trump continue fight climate change,2,2
1067,retweet t believe man made global warming silly issue give natural resource defense council,1,1
10744,tracking effect climate change public health,2,1
2766,retweet end say u cant ignore fact climate change via stupid lying bollo x,0,1
11958,retweet vote leave betrayed young deliver playing climate change betray,1,1
13797,retweet cooper trump believe climate change ex campaign official love outdoors s wrong question,1,1
1205,lie federal scientist cooked climate change book ahead obama presentation whistle blower charge fox news,-1,2
5136,retweet julia louis dreyfus play president veep cut video backing clinton climate change position,2,2
11434,retweet penny s homophobia whack penny attacking planned parenthood whack penny saying climate change fake whack biden,1,1
14176,retweet give kid column bet know climate change real,1,1
95,retweet trump decides paris amp team warn climate change epidemic,1,0
6204,november 16 2016 05 19 climate change look like,1,1
12298,funny conversation climate change ruffian get heated sea level falling paris accord,0,1
5595,man made global warming lie like talking animal meltdown global warming s shit ignored like star trek v,-1,-1
13062,si yang mala king kon tri busy s global warming,0,0
11319,retweet s one way get people dont believe climate change,1,1
444,retweet true not trump supporter white supremacist loving racist xenophobic climate change denying sexist swamp bigot ju,1,1
7332,retweet ocean storing staggering amount heat memory past climate change chicago tribune,2,2
12458,con idiotic tweet climate change,1,1
11987,retweet white house break champagne popsicle s celebrate withdrawing paris climate change accord,0,2
7638,human involvement climate change,0,1
6392,100 bay september amp 2 nd hurricane heading u mainland climate change fake right okay alright,1,1
14328,retweet today asked rep question climate change please join take country back,1,1
2296,cb board vote financing dani global warming,2,0
12255,analysis trump international pariah climate change,1,1
13488,executive order trump dramatically change u approach climate change cnn,2,2
14269,bangladesh particularly vulnerable climate change people arent helpless victim find joseph han lo,2,1
10247,retweet recent tweet badlands national park regarding climate change deleted brave soul tweeted t,1,2
8834,retweet con er v keep pretending climate change hoax country arent gon na putting anymore ht,1,1
12250,retweet hrc proposes installing half billion solar panel end first term trump think climate change hoax,1,1
13727,world upside china warns trump abandoning climate change deal,1,2
617,bill gate investor worth 170 billion launching fund fight climate change energy innovation,2,2
11680,leading global warming denier told u want trump via,1,1
